,price,lessons,rating,popular,newly_joined,has_diploma,approved_matirials,reviews,students_count,English,Spanish,Arabic,Italian,Russian,Turkish,Portuguese,German,Danish,Hebrew,French,teaches_count,last_booked,response_time,is_expensive
0,60,264,5.0,0,0,0,0,10,19,7,0,0,0,0,0,0,0,0,0,0,1,4,1.0,0
1,110,1724,5.0,0,0,0,1,25,28,7,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1
2,126,663,5.0,1,0,1,0,19,32,7,0,0,0,0,0,0,0,0,0,0,1,5,7.0,1
3,28,3,0.0,1,1,1,0,0,5,7,0,0,0,0,0,0,2,0,0,0,1,2,24.0,0
4,28,2,0.0,3,1,1,0,0,9,7,0,0,0,0,0,0,0,0,0,0,1,15,4.0,0
5,47,48,0.0,0,1,0,0,0,14,7,5,0,0,0,0,0,0,0,0,0,1,1,12.0,0
6,16,185,5.0,1,0,0,0,5,30,7,0,0,0,0,0,0,0,0,0,0,1,12,5.0,0
7,44,11,0.0,0,1,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,1,3,5.0,0
8,47,280,5.0,0,0,0,0,2,24,7,0,0,0,0,0,0,0,0,0,0,1,3,1.0,0
9,47,270,5.0,2,0,0,0,10,30,7,5,0,0,0,0,0,0,0,0,0,1,2,5.0,0
10,47,22,0.0,3,1,1,0,0,20,7,5,0,0,0,5,0,0,0,0,0,1,15,2.0,0
11,44,776,5.0,1,0,1,0,11,37,7,0,0,0,0,0,0,0,0,0,0,1,7,5.0,0
12,47,1078,5.0,1,0,0,0,2,31,7,0,0,0,0,0,0,0,0,0,0,1,12,2.0,0
13,54,3053,4.8,0,0,0,0,40,31,7,2,0,0,0,0,2,0,0,0,0,1,2,4.0,0
14,54,4197,4.4,0,0,1,0,26,57,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
15,47,310,5.0,0,0,0,0,5,19,7,0,0,0,0,0,0,0,0,0,0,1,2,5.0,0
16,32,0,0.0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
17,44,1552,5.0,2,0,0,0,12,73,7,0,0,0,0,0,0,0,0,0,0,1,9,19.0,0
18,38,957,5.0,0,0,0,0,5,23,7,1,0,0,0,0,0,0,0,0,1,1,3,9.0,0
19,57,426,5.0,0,0,0,0,10,22,7,0,0,0,0,0,0,0,0,0,0,1,2,24.0,0
20,123,797,5.0,0,0,0,1,10,26,7,0,0,0,0,0,0,0,0,0,0,1,5,3.0,1
21,57,1194,5.0,1,0,1,1,65,47,7,0,7,0,0,0,0,0,0,0,0,1,16,1.0,0
22,60,1111,5.0,0,0,1,0,17,29,7,3,0,0,0,0,0,0,0,0,0,1,0,1.0,0
23,16,284,5.0,3,0,0,0,14,31,7,0,0,0,0,0,0,0,0,0,0,1,23,1.0,0
24,28,145,5.0,3,0,0,0,9,37,7,0,0,0,0,0,7,0,0,0,0,1,26,1.0,0
25,57,294,5.0,0,0,1,0,3,31,7,0,0,1,0,0,0,0,0,0,0,1,9,14.0,0
26,60,9,0.0,1,1,0,0,0,2,7,5,0,3,0,0,0,0,0,0,5,1,1,1.0,0
27,32,905,5.0,2,0,0,0,46,62,7,0,0,0,0,0,0,0,0,0,0,1,11,1.0,0
28,117,1342,5.0,3,0,0,0,22,31,7,0,0,0,0,0,0,0,0,0,0,1,6,11.0,1
29,63,534,5.0,0,0,1,0,5,24,7,0,0,0,3,0,0,0,0,0,0,1,7,24.0,0
30,47,658,5.0,1,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
31,16,210,5.0,3,0,1,0,4,9,7,0,0,0,0,0,0,0,0,0,0,1,5,2.0,0
32,28,0,0.0,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
33,38,595,5.0,1,0,0,0,26,32,7,0,0,0,0,0,0,0,0,0,0,1,7,1.0,0
34,47,173,5.0,0,0,0,0,1,8,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
35,72,179,5.0,2,0,0,1,5,5,7,5,0,0,0,0,0,2,0,0,0,1,2,1.0,0
36,44,180,4.4,0,0,0,0,7,17,7,0,0,0,0,0,0,0,0,0,0,1,1,5.0,0
37,60,4145,4.9,3,0,0,0,109,107,7,0,0,0,0,0,0,0,0,0,0,1,6,3.0,0
38,63,4569,4.8,0,0,0,1,18,59,7,0,0,0,0,0,0,3,0,0,0,1,20,24.0,0
39,79,1044,5.0,0,0,0,0,12,9,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
40,63,479,5.0,0,0,1,0,12,35,7,0,0,0,0,0,0,0,0,0,0,1,4,3.0,0
41,60,229,5.0,0,0,0,0,2,8,7,0,0,0,0,0,0,0,0,0,0,1,3,8.0,0
42,38,265,4.8,1,0,0,0,4,22,7,3,0,0,0,7,0,0,0,0,3,1,4,2.0,0
43,43,294,5.0,0,0,0,0,4,17,7,0,0,0,0,0,0,0,0,0,0,1,4,8.0,0
44,35,823,5.0,1,0,0,0,11,33,7,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0
45,54,437,5.0,1,0,1,0,6,38,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
46,38,2131,5.0,0,0,0,1,17,50,7,0,0,0,0,0,0,0,0,0,0,1,1,15.0,0
47,54,686,5.0,0,0,0,0,4,32,7,0,0,0,0,0,0,0,0,0,0,1,3,12.0,0
48,57,267,5.0,0,0,0,0,11,22,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
49,48,33,5.0,3,0,0,0,2,7,7,1,0,0,0,0,0,0,0,0,0,1,1,3.0,0
50,63,12,0.0,3,1,1,0,0,10,7,0,0,0,0,0,0,0,0,0,0,1,4,2.0,0
51,95,9004,4.8,2,0,0,0,71,87,7,3,0,0,0,0,0,0,0,0,0,1,17,1.0,0
52,72,4012,4.9,0,0,1,1,49,62,7,0,0,0,0,0,0,0,0,0,0,4,6,5.0,0
53,50,1259,5.0,0,0,0,1,5,22,7,0,0,0,0,0,0,0,0,0,0,1,8,2.0,0
54,82,16307,4.9,3,0,0,0,141,180,7,0,0,0,0,0,0,0,0,0,0,3,35,4.0,0
55,98,1166,5.0,0,0,1,0,4,19,7,2,0,0,0,0,0,5,0,0,0,1,6,3.0,0
56,79,763,5.0,0,0,0,1,6,8,7,6,0,0,0,0,0,0,0,0,0,1,0,1.0,0
57,38,730,5.0,0,0,0,0,8,20,7,0,0,0,0,0,0,0,0,0,0,1,4,1.0,0
58,38,266,5.0,3,0,0,0,3,36,7,5,0,0,0,0,0,0,0,0,0,1,17,10.0,0
59,79,300,5.0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,1,4,24.0,0
60,110,5066,4.9,2,0,0,0,92,49,7,0,0,0,0,0,0,0,0,0,0,1,13,1.0,1
61,95,199,5.0,0,0,1,0,3,19,7,0,0,5,0,0,0,0,0,0,0,1,8,4.0,0
62,104,1359,5.0,0,0,1,0,13,40,7,0,0,0,0,0,0,0,0,0,0,1,1,2.0,0
63,47,184,5.0,0,0,0,0,3,14,7,0,0,0,0,0,0,0,0,0,0,1,4,9.0,0
64,63,850,5.0,0,0,0,0,6,18,7,5,0,0,0,0,0,0,0,0,0,1,1,1.0,0
65,142,1389,5.0,0,0,1,0,18,26,7,5,0,0,0,0,0,0,0,0,3,1,1,14.0,1
66,54,1044,5.0,1,0,0,0,13,41,7,0,0,5,0,0,0,0,0,0,0,1,9,7.0,0
67,54,5267,4.9,0,0,1,0,31,73,7,0,0,0,0,0,0,0,0,0,0,1,9,1.0,0
68,85,2012,4.9,2,0,1,1,33,36,7,0,0,0,0,0,0,3,0,0,0,1,14,13.0,0
69,60,1521,5.0,0,0,1,0,11,19,7,0,0,0,0,0,0,0,0,0,0,1,6,5.0,0
70,32,366,5.0,0,0,0,0,8,14,7,0,0,0,0,0,0,0,0,0,0,1,3,6.0,0
71,16,205,4.4,0,0,0,0,7,24,7,0,0,0,0,0,0,0,0,0,0,1,3,4.0,0
72,57,775,5.0,1,0,0,0,7,43,7,0,0,0,0,0,0,0,0,0,5,1,6,7.0,0
73,47,1733,5.0,1,0,1,0,6,99,7,2,0,6,0,0,0,0,0,0,0,1,13,1.0,0
74,104,63,5.0,2,0,1,0,2,8,7,5,0,1,0,0,0,0,0,0,0,1,6,1.0,0
75,63,251,5.0,0,0,0,0,2,14,7,0,0,0,0,0,0,0,0,0,0,1,9,1.0,0
76,93,6129,4.9,0,0,0,0,149,41,7,0,0,0,2,0,0,5,0,0,2,9,0,1.0,0
77,95,1283,4.8,0,0,0,0,9,24,7,0,0,0,0,0,7,0,0,0,0,1,2,2.0,0
78,95,479,4.9,0,0,1,0,12,25,7,0,0,0,0,0,0,0,0,0,0,1,3,4.0,0
79,125,909,5.0,0,0,0,0,10,12,7,3,0,0,0,0,0,0,0,0,0,1,2,1.0,1
80,25,1723,4.9,3,0,0,0,13,26,7,0,0,0,0,0,0,0,0,0,0,2,12,5.0,0
81,60,879,4.8,0,0,1,0,12,29,7,0,0,0,0,0,0,0,0,0,0,1,4,4.0,0
82,66,157,5.0,0,0,1,0,5,23,7,0,0,0,0,0,0,0,0,0,0,1,1,2.0,0
83,63,991,5.0,0,0,0,0,13,43,7,0,0,0,0,0,0,0,0,0,0,1,9,1.0,0
84,47,8228,4.8,3,0,0,0,106,130,7,0,0,0,0,0,0,0,0,0,0,3,13,5.0,0
85,63,6398,4.8,1,0,0,1,49,53,7,0,0,0,0,0,0,0,0,0,0,1,10,4.0,0
86,63,272,5.0,0,0,1,0,4,18,7,0,0,0,0,0,0,0,0,0,0,1,11,2.0,0
87,50,321,5.0,0,0,1,1,12,9,7,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0
88,63,1514,5.0,0,0,0,1,28,38,7,0,0,0,0,0,0,0,0,0,0,1,8,2.0,0
89,16,79,5.0,0,0,1,0,3,17,6,0,0,0,0,0,0,0,0,0,0,1,20,4.0,0
90,47,37,0.0,2,1,1,0,0,14,7,0,0,0,0,0,0,0,0,0,0,1,5,9.0,0
91,54,350,4.9,1,0,0,0,9,26,7,2,0,0,0,0,0,0,0,0,0,1,3,9.0,0
92,63,2426,5.0,2,0,1,0,15,51,7,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0
93,50,123,5.0,2,0,1,1,4,13,7,0,0,0,0,0,0,0,0,0,0,1,3,12.0,0
94,25,7,0.0,2,1,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,1,3,1.0,0
95,63,409,5.0,0,0,1,0,6,22,7,3,0,0,0,0,0,0,0,0,0,1,2,1.0,0
96,57,1509,4.6,0,0,0,0,21,70,7,0,0,0,0,0,0,0,0,0,0,1,9,24.0,0
97,57,1158,5.0,0,0,0,0,16,37,7,0,0,0,0,0,0,0,0,0,0,1,2,24.0,0
98,47,208,5.0,0,0,0,0,2,17,7,2,0,0,0,0,0,0,0,0,0,1,6,3.0,0
99,57,602,4.8,0,0,0,0,31,26,7,0,0,5,0,0,0,2,0,0,0,1,9,1.0,0
100,32,1,0.0,0,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
101,47,194,5.0,0,0,0,0,2,15,7,0,0,0,0,0,0,0,0,0,0,1,4,7.0,0
102,35,67,0.0,2,1,1,0,0,22,7,0,0,0,0,0,5,0,0,0,0,1,4,9.0,0
103,47,177,5.0,0,0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
104,60,327,5.0,0,0,0,0,6,27,7,5,0,0,5,0,6,5,0,0,0,1,2,2.0,0
105,110,1287,4.9,1,0,0,0,42,8,7,0,3,0,0,0,0,0,0,0,0,1,0,1.0,1
106,110,1035,5.0,0,0,1,0,5,13,7,0,0,0,0,0,0,0,0,0,0,1,4,13.0,1
107,63,5883,4.8,0,0,1,1,123,38,7,0,0,0,0,0,0,0,0,0,7,1,4,1.0,0
108,69,2348,5.0,0,0,1,1,18,61,7,0,0,0,0,0,0,0,0,0,0,1,18,11.0,0
109,79,691,5.0,0,0,1,0,6,43,7,0,0,0,0,0,0,7,0,0,0,1,1,8.0,0
110,57,386,5.0,0,0,0,0,7,18,7,0,0,0,0,0,0,2,0,0,0,1,5,1.0,0
111,24,351,5.0,3,0,0,0,6,22,7,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0
112,22,279,5.0,0,0,0,0,19,26,6,0,0,0,6,0,0,0,0,0,0,1,21,1.0,0
113,63,1418,5.0,0,0,0,0,17,39,7,0,7,0,0,0,0,0,0,0,0,1,6,17.0,0
114,50,423,5.0,0,0,1,0,8,39,7,0,0,0,0,0,0,0,0,0,0,1,4,3.0,0
115,79,412,5.0,0,0,0,0,4,19,7,0,0,0,0,0,0,0,0,0,0,1,12,5.0,0
116,32,69,5.0,3,0,0,0,3,24,7,0,0,0,0,0,0,0,0,0,0,1,9,2.0,0
117,315,982,4.8,3,0,1,0,9,19,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1
118,19,457,4.9,0,0,0,0,8,33,7,0,0,0,0,0,0,0,0,0,0,1,2,8.0,0
119,44,1024,5.0,3,0,0,0,29,48,7,0,3,0,0,0,0,0,0,0,0,1,5,6.0,0
120,67,0,0.0,1,1,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,1,1,1.0,0
121,32,267,4.6,0,0,0,0,11,30,7,0,0,0,0,0,0,0,0,0,0,1,3,2.0,0
122,16,1,0.0,1,1,0,0,0,2,6,0,7,0,0,0,0,0,0,0,5,1,0,1.0,0
123,76,334,5.0,1,0,0,0,7,11,7,3,0,0,0,0,7,0,0,0,0,1,0,1.0,0
124,54,182,5.0,0,0,1,0,4,8,7,0,0,0,0,0,0,0,0,0,0,1,1,14.0,0
125,79,79,5.0,0,0,1,0,3,9,7,5,0,0,0,0,5,0,0,0,0,1,6,8.0,0
126,63,2706,4.8,0,0,0,0,31,70,7,0,0,0,0,0,0,0,0,0,0,1,8,12.0,0
127,76,1904,4.9,0,0,1,0,21,52,7,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0
128,63,602,5.0,2,0,0,0,9,37,7,0,0,0,0,0,0,0,0,0,7,1,9,6.0,0
129,63,2248,5.0,0,0,0,0,10,16,7,0,0,0,0,0,0,0,0,0,0,1,1,5.0,0
130,88,743,4.9,0,0,0,0,8,22,7,0,0,0,0,0,0,0,0,0,0,1,2,2.0,0
131,47,837,5.0,0,0,0,0,12,11,7,0,0,0,0,0,0,0,0,0,0,1,2,7.0,0
132,16,250,5.0,1,0,0,0,8,42,7,0,0,0,0,0,0,0,0,0,0,1,5,3.0,0
133,32,1262,4.9,1,0,0,1,11,40,7,0,0,0,0,0,0,0,0,0,0,1,7,9.0,0
134,47,380,5.0,0,0,0,0,3,34,7,0,0,0,0,0,0,0,0,0,0,1,1,2.0,0
135,38,35,5.0,0,0,1,0,2,12,7,0,0,0,0,0,0,0,0,0,0,1,1,6.0,0
136,50,5840,4.7,1,0,1,0,96,79,7,6,0,0,0,0,0,0,0,0,0,1,6,14.0,0
137,63,911,4.9,0,0,1,0,32,33,7,0,0,0,0,0,0,0,0,0,0,1,3,3.0,0
138,47,729,5.0,1,0,1,0,20,51,7,0,0,0,0,0,0,0,0,0,0,1,16,6.0,0
139,38,2992,4.7,0,0,0,1,30,39,7,6,0,0,0,0,0,0,0,0,0,1,1,4.0,0
140,38,146,5.0,0,0,0,0,10,25,7,0,0,0,0,0,0,0,0,0,0,1,25,11.0,0
141,91,990,5.0,1,0,0,0,22,35,7,0,2,0,0,0,0,0,0,0,5,2,3,5.0,0
142,38,7677,4.8,0,0,1,0,98,71,7,0,0,0,3,0,2,0,0,0,0,1,4,5.0,0
143,79,1439,4.1,0,0,0,0,33,14,7,0,0,0,0,0,0,0,0,0,0,1,1,24.0,0
144,22,1771,5.0,1,0,0,0,16,40,6,0,0,0,6,0,0,0,0,0,0,2,7,1.0,0
145,63,487,4.7,0,0,1,0,4,14,7,0,0,0,3,0,0,0,0,0,2,1,3,2.0,0
146,79,5685,4.5,0,0,0,0,39,45,7,0,0,5,0,0,0,0,0,0,0,3,0,1.0,0
147,19,92,5.0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
148,54,171,5.0,2,0,0,0,2,7,7,5,3,0,0,0,0,0,0,0,5,1,0,1.0,0
149,95,1893,5.0,0,0,1,0,14,82,7,5,0,5,0,0,5,6,0,0,6,1,9,1.0,0
150,52,73,5.0,3,0,0,0,3,33,7,7,0,0,0,0,0,0,0,0,0,1,5,10.0,0
151,110,1884,5.0,1,0,0,0,12,36,7,0,0,0,0,0,0,5,0,0,0,1,4,11.0,1
152,47,16,5.0,2,0,1,0,4,3,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
153,47,6,0.0,2,1,1,0,0,2,7,2,0,0,0,0,3,0,0,0,2,1,2,8.0,0
154,47,301,5.0,0,0,0,0,6,18,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
155,32,473,4.8,2,0,0,0,8,41,7,0,0,0,0,0,0,0,0,0,0,1,2,2.0,0
156,126,1466,5.0,0,0,1,0,9,26,7,0,0,0,0,0,0,0,0,0,3,1,4,10.0,1
157,110,300,5.0,0,0,1,0,3,3,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1
158,60,103,5.0,1,0,1,0,3,8,7,0,0,0,0,0,6,0,0,0,0,1,2,5.0,0
159,47,298,5.0,0,0,0,0,10,31,7,0,0,0,0,0,0,0,0,0,0,1,8,1.0,0
160,25,173,5.0,0,0,0,0,4,8,6,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
161,69,1298,5.0,0,0,0,1,30,30,7,5,0,0,0,0,0,0,0,0,6,1,0,1.0,0
162,47,56,0.0,0,1,1,0,0,8,7,2,0,0,1,0,0,0,0,0,0,1,0,1.0,0
163,54,769,5.0,2,0,0,1,13,42,7,0,0,0,1,0,0,5,0,0,0,1,4,5.0,0
164,54,1394,5.0,0,0,1,0,7,37,7,0,0,0,0,0,0,0,0,0,0,1,3,5.0,0
165,57,617,5.0,1,0,1,0,14,49,7,0,0,0,0,0,0,0,0,0,0,1,16,2.0,0
166,44,550,5.0,0,0,1,0,8,22,7,0,0,0,0,0,7,0,0,0,0,2,2,3.0,0
167,47,566,4.9,0,0,0,1,7,13,7,0,0,0,0,0,0,0,0,0,0,1,11,1.0,0
168,25,1,0.0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
169,41,310,5.0,3,0,1,0,9,20,7,0,0,0,0,0,0,0,0,0,0,1,12,1.0,0
170,25,13,0.0,0,1,1,0,0,4,5,0,0,0,6,0,0,0,0,0,0,1,1,1.0,0
171,25,59,5.0,3,0,0,0,2,9,7,0,0,0,0,0,0,0,0,0,0,1,7,2.0,0
172,47,5116,4.9,0,0,0,0,15,43,7,3,0,0,0,0,0,0,0,0,0,1,8,1.0,0
173,47,81,5.0,3,0,0,0,5,23,7,0,0,0,0,0,0,3,0,0,3,1,6,24.0,0
174,57,90,5.0,0,0,1,0,3,12,7,0,0,0,0,0,0,0,0,0,0,1,3,1.0,0
175,95,91,5.0,0,0,1,0,1,3,7,3,0,0,0,0,0,0,0,0,0,1,0,1.0,0
176,82,1385,5.0,0,0,1,0,55,74,7,0,0,0,0,0,0,1,0,0,0,1,4,2.0,0
177,60,219,5.0,0,0,0,0,6,32,7,0,0,0,0,0,0,0,0,0,0,1,10,7.0,0
178,28,46,5.0,1,0,0,0,2,5,7,0,0,0,0,0,0,0,0,0,0,1,1,5.0,0
179,126,2022,5.0,0,0,1,0,21,43,7,3,0,0,0,0,0,0,0,0,0,1,0,1.0,1
180,63,633,5.0,0,0,0,0,6,60,7,0,0,6,0,0,0,0,0,0,3,1,8,1.0,0
181,47,293,5.0,0,0,0,0,9,23,7,0,0,0,0,0,0,0,0,0,0,1,1,14.0,0
182,47,94,5.0,3,0,1,0,4,13,7,0,0,0,0,0,0,0,0,0,0,1,15,1.0,0
183,25,499,4.2,0,0,0,0,5,47,7,0,3,0,0,0,0,0,0,0,2,1,12,9.0,0
184,32,263,5.0,0,0,0,0,3,12,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
185,41,1384,4.9,1,0,0,1,22,38,7,0,0,0,0,0,0,0,0,0,0,1,8,8.0,0
186,54,853,5.0,1,0,0,0,13,39,7,0,0,0,0,0,0,0,0,0,0,1,8,4.0,0
187,44,677,4.9,1,0,0,0,9,75,7,5,0,2,0,0,0,0,0,0,0,1,10,3.0,0
188,47,125,5.0,0,0,0,0,2,4,7,5,0,0,0,0,5,3,0,0,0,1,0,1.0,0
189,16,809,4.8,1,0,0,0,18,39,6,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0
190,63,1189,5.0,0,0,0,1,11,22,7,1,0,0,0,0,0,0,0,0,0,1,9,2.0,0
191,66,573,5.0,0,0,1,0,10,32,7,3,0,0,0,0,0,0,0,0,0,1,0,1.0,0
192,47,3359,4.7,0,0,0,1,26,43,7,2,0,0,0,0,0,0,0,0,0,1,4,1.0,0
193,44,2230,5.0,0,0,0,0,13,36,7,0,0,0,0,0,0,0,0,0,0,1,3,1.0,0
194,16,44,5.0,3,0,1,0,3,15,7,0,0,0,0,0,0,0,0,0,0,1,10,1.0,0
195,85,223,5.0,1,0,1,0,3,20,7,0,0,0,0,0,0,0,0,0,0,1,10,2.0,0
196,101,2058,4.9,1,0,0,0,11,22,7,0,0,0,0,0,0,0,0,0,0,1,1,6.0,0
197,79,1185,5.0,0,0,0,0,6,11,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
198,205,604,5.0,1,0,1,1,8,18,7,0,0,0,0,0,0,0,0,0,0,1,12,6.0,1
199,142,1231,5.0,0,0,1,0,5,13,7,0,0,0,0,0,0,0,0,0,0,1,5,2.0,1
200,16,1193,5.0,0,0,0,1,24,24,7,0,0,0,0,0,0,0,0,0,0,1,2,2.0,0
201,110,901,5.0,0,0,0,0,9,17,7,3,0,0,0,0,0,2,0,0,0,1,7,1.0,1
202,50,11800,4.8,0,0,1,1,223,55,6,0,0,0,7,0,0,5,0,0,0,1,9,4.0,0
203,38,1099,5.0,0,0,0,1,15,20,7,0,0,0,0,0,0,0,0,0,0,1,1,8.0,0
204,57,25,0.0,0,1,1,0,0,4,7,6,0,0,0,0,2,0,0,0,0,1,0,1.0,0
205,41,862,5.0,0,0,0,0,6,11,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
206,25,25,5.0,2,0,0,0,1,12,7,0,0,0,0,0,0,0,0,0,0,1,5,3.0,0
207,60,210,5.0,0,0,0,0,4,20,7,0,0,0,0,0,0,0,0,0,0,1,6,8.0,0
208,47,393,5.0,1,0,0,0,8,31,7,0,0,0,0,0,0,0,0,0,0,1,12,24.0,0
209,63,200,5.0,0,0,0,0,2,18,7,0,0,0,0,0,0,0,0,0,0,1,5,12.0,0
210,22,2658,5.0,0,0,1,0,19,32,7,0,0,0,0,0,1,0,0,0,0,1,4,7.0,0
211,54,4617,4.7,1,0,1,0,24,42,7,0,0,0,0,0,0,0,0,0,0,1,7,3.0,0
212,142,1579,4.9,0,0,1,1,28,13,7,1,0,0,0,0,0,0,0,0,0,1,0,1.0,1
213,79,967,5.0,0,0,0,0,8,26,7,6,0,2,0,0,0,0,0,0,0,1,13,1.0,0
214,107,304,5.0,0,0,0,0,12,14,7,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0
215,9,24,5.0,3,0,0,0,1,12,6,0,0,0,0,0,0,0,0,0,0,1,20,1.0,0
216,31,4755,5.0,0,0,1,1,112,65,7,0,7,1,0,0,0,0,0,0,0,1,18,1.0,0
217,38,91,5.0,0,0,0,0,4,14,7,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0
218,28,148,5.0,0,0,0,0,4,5,6,3,0,0,0,0,0,0,0,0,0,1,0,1.0,0
219,134,6286,5.0,0,0,1,0,203,103,7,0,0,0,0,0,0,0,0,0,0,1,13,1.0,1
220,47,502,5.0,1,0,1,0,15,6,7,6,0,0,0,0,0,0,0,0,0,1,1,11.0,0
221,25,874,4.9,0,0,0,1,13,22,7,2,0,0,0,0,0,0,0,0,0,1,5,1.0,0
222,44,1559,4.8,0,0,0,0,4,17,7,0,0,0,0,0,5,0,0,0,0,1,0,1.0,0
223,16,73,5.0,3,0,1,0,4,14,7,0,0,0,0,0,0,0,0,0,0,1,18,1.0,0
224,47,93,5.0,0,0,0,0,2,10,7,1,0,0,0,0,0,2,0,0,1,1,8,24.0,0
225,57,4515,4.9,1,0,1,1,35,50,6,0,0,0,7,0,0,5,0,0,5,1,21,3.0,0
226,47,64,0.0,0,1,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,1,3,10.0,0
227,63,103,5.0,0,0,0,0,3,7,7,0,0,0,0,0,3,0,0,0,0,1,1,10.0,0
228,88,1115,5.0,0,0,0,0,34,29,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
229,19,319,5.0,0,0,0,0,3,29,7,0,0,0,0,0,0,0,0,0,0,1,2,2.0,0
230,41,30,0.0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0
231,60,1344,5.0,0,0,1,1,13,20,7,0,0,0,0,0,0,0,0,0,0,1,4,3.0,0
232,63,120,5.0,0,0,1,0,2,9,7,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
233,25,860,5.0,3,0,0,0,27,56,7,0,0,0,0,0,0,0,0,0,0,1,30,1.0,0
234,88,948,5.0,0,0,1,1,19,34,7,3,0,0,0,0,0,0,0,0,0,1,0,1.0,0
235,72,223,5.0,0,0,0,0,4,15,7,0,0,0,5,0,0,0,0,0,0,1,1,6.0,0
236,38,125,5.0,0,0,0,0,2,8,6,0,0,0,7,0,0,0,0,0,1,1,1,2.0,0
237,57,2212,5.0,0,0,0,0,16,31,7,3,7,0,0,0,0,0,0,0,5,1,4,6.0,0
238,22,45,5.0,0,0,0,0,6,9,7,0,0,0,0,0,0,0,0,0,0,1,9,1.0,0
239,63,1702,5.0,0,0,1,0,37,57,7,6,0,0,0,0,0,5,0,0,3,1,2,3.0,0
240,9,306,3.7,2,0,1,0,9,45,7,0,0,0,0,0,0,0,0,0,0,1,12,4.0,0
241,54,895,5.0,0,0,0,1,33,25,7,1,0,0,0,0,0,0,0,0,0,1,2,3.0,0
242,44,276,5.0,0,0,0,0,10,13,7,6,0,0,0,0,0,0,0,0,3,1,0,1.0,0
243,16,691,5.0,0,0,0,0,23,37,7,0,0,0,0,0,0,0,0,0,0,1,5,5.0,0
244,158,141,5.0,0,0,1,0,3,10,7,0,0,5,0,0,0,0,0,0,0,1,2,2.0,1
245,32,758,5.0,0,0,0,1,7,16,7,0,0,0,0,0,0,0,0,0,0,1,10,2.0,0
246,63,1075,5.0,1,0,1,0,29,28,7,0,0,0,7,0,0,1,0,0,0,1,3,1.0,0
247,57,1164,5.0,0,0,0,0,12,38,7,5,0,0,0,0,0,0,0,0,0,1,3,7.0,0
248,41,134,5.0,0,0,0,0,4,29,7,0,0,0,0,0,0,0,0,0,0,1,25,4.0,0
249,48,303,5.0,1,0,1,0,5,19,7,0,0,0,0,0,0,0,0,0,0,1,3,5.0,0
250,16,188,5.0,0,0,0,0,11,29,7,0,0,0,0,0,0,0,0,0,0,1,6,2.0,0
251,32,1338,4.7,3,0,1,0,28,95,7,0,0,0,0,0,0,0,0,0,0,1,14,5.0,0
252,63,2771,4.9,0,0,0,0,84,32,7,5,0,0,0,0,1,0,0,0,0,1,1,4.0,0
253,110,97,5.0,0,0,1,0,3,1,7,5,0,0,0,0,0,0,0,0,0,1,0,1.0,1
254,54,314,5.0,2,0,1,0,5,21,7,0,0,0,0,0,0,0,0,0,0,1,6,2.0,0
